CreationDate,Value
2025-02-14 06:57:28 +0530,67
2025-02-14 06:57:33 +0530,72
2025-02-14 06:59:13 +0530,63.9661
2025-02-14 07:03:21 +0530,97
2025-02-14 07:09:25 +0530,102
2025-02-14 07:12:55 +0530,59
2025-02-14 08:09:35 +0530,101
2025-02-14 08:09:40 +0530,107
2025-02-14 08:09:45 +0530,107
2025-02-14 08:09:50 +0530,108
2025-02-14 08:09:55 +0530,108
2025-02-14 08:10:00 +0530,108
2025-02-14 08:10:05 +0530,107
2025-02-14 08:15:49 +0530,115
2025-02-14 08:15:54 +0530,116
2025-02-14 08:15:59 +0530,114
2025-02-14 08:16:04 +0530,113
2025-02-14 08:16:09 +0530,118
2025-02-14 08:16:14 +0530,115
2025-02-14 08:16:19 +0530,115
2025-02-14 08:16:24 +0530,115
2025-02-14 08:16:29 +0530,116
2025-02-14 08:16:34 +0530,118
2025-02-14 08:16:39 +0530,118
2025-02-14 08:16:44 +0530,117
2025-02-14 08:16:49 +0530,116
2025-02-14 08:16:54 +0530,117
2025-02-14 08:16:58 +0530,120
2025-02-14 08:17:04 +0530,118
2025-02-14 08:17:09 +0530,118
2025-02-14 08:17:14 +0530,119
2025-02-14 08:17:19 +0530,116
2025-02-14 08:17:24 +0530,114
2025-02-14 08:17:29 +0530,116
2025-02-14 08:17:34 +0530,114
2025-02-14 08:17:39 +0530,113
2025-02-14 08:17:44 +0530,113
2025-02-14 08:17:49 +0530,114
2025-02-14 08:17:54 +0530,116
2025-02-14 08:17:59 +0530,116
2025-02-14 08:18:04 +0530,115
2025-02-14 08:18:09 +0530,112
2025-02-14 08:18:14 +0530,111
2025-02-14 08:18:19 +0530,115
2025-02-14 08:18:24 +0530,115
2025-02-14 08:18:29 +0530,113
2025-02-14 08:18:34 +0530,113
2025-02-14 08:18:39 +0530,114
2025-02-14 08:18:44 +0530,117
2025-02-14 08:18:49 +0530,116
2025-02-14 08:18:54 +0530,112
2025-02-14 08:18:59 +0530,113
2025-02-14 08:19:04 +0530,113
2025-02-14 08:19:09 +0530,112
2025-02-14 08:19:14 +0530,112
2025-02-14 08:19:19 +0530,114
2025-02-14 08:19:24 +0530,115
2025-02-14 08:19:29 +0530,115
2025-02-14 08:19:34 +0530,114
2025-02-14 08:19:39 +0530,114
2025-02-14 08:19:44 +0530,115
2025-02-14 08:19:49 +0530,115
2025-02-14 08:19:54 +0530,115
2025-02-14 08:19:59 +0530,117
2025-02-14 08:20:04 +0530,115
2025-02-14 08:20:09 +0530,114
2025-02-14 08:20:14 +0530,113
2025-02-14 08:20:19 +0530,112
2025-02-14 08:20:24 +0530,114
2025-02-14 08:20:29 +0530,114
2025-02-14 08:20:34 +0530,115
2025-02-14 08:20:39 +0530,115
2025-02-14 08:20:44 +0530,118
2025-02-14 08:20:49 +0530,116
2025-02-14 08:20:54 +0530,112
2025-02-14 08:20:59 +0530,112
2025-02-14 08:21:04 +0530,111
2025-02-14 08:21:09 +0530,112
2025-02-14 08:21:14 +0530,108
2025-02-14 08:21:19 +0530,108
2025-02-14 08:21:24 +0530,112
2025-02-14 08:21:29 +0530,110
2025-02-14 08:21:34 +0530,110
2025-02-14 08:21:39 +0530,111
2025-02-14 08:21:44 +0530,111
2025-02-14 08:21:49 +0530,113
2025-02-14 08:21:54 +0530,113
2025-02-14 08:21:59 +0530,109
2025-02-14 08:22:04 +0530,109
2025-02-14 08:22:09 +0530,110
2025-02-14 08:22:14 +0530,109
2025-02-14 08:22:18 +0530,110
2025-02-14 08:22:24 +0530,112
2025-02-14 08:22:29 +0530,119
2025-02-14 08:22:34 +0530,121
2025-02-14 08:22:39 +0530,123
2025-02-14 08:22:44 +0530,122
2025-02-14 08:22:49 +0530,122
2025-02-14 08:22:54 +0530,119
2025-02-14 08:22:59 +0530,120
2025-02-14 08:23:04 +0530,121
2025-02-14 08:23:09 +0530,120
2025-02-14 08:23:14 +0530,119
2025-02-14 08:23:19 +0530,119
2025-02-14 08:23:24 +0530,115
2025-02-14 08:23:29 +0530,115
2025-02-14 08:23:34 +0530,114
2025-02-14 08:23:39 +0530,114
2025-02-14 08:23:44 +0530,116
2025-02-14 08:23:49 +0530,115
2025-02-14 08:23:54 +0530,114
2025-02-14 08:23:59 +0530,114
2025-02-14 08:24:04 +0530,114
2025-02-14 08:24:09 +0530,114
2025-02-14 08:24:14 +0530,111
2025-02-14 08:24:20 +0530,112
2025-02-14 08:24:25 +0530,114
2025-02-14 08:24:30 +0530,115
2025-02-14 08:24:35 +0530,113
2025-02-14 08:24:40 +0530,113
2025-02-14 08:24:45 +0530,112
2025-02-14 08:24:50 +0530,114
2025-02-14 08:24:54 +0530,112
2025-02-14 08:25:00 +0530,110
2025-02-14 08:25:05 +0530,110
2025-02-14 08:25:10 +0530,111
2025-02-14 08:25:15 +0530,112
2025-02-14 08:25:20 +0530,112
2025-02-14 08:25:25 +0530,112
2025-02-14 08:25:30 +0530,115
2025-02-14 08:25:35 +0530,115
2025-02-14 08:25:40 +0530,116
2025-02-14 08:25:45 +0530,114
2025-02-14 08:25:50 +0530,114
2025-02-14 08:25:55 +0530,114
2025-02-14 08:26:00 +0530,114
2025-02-14 08:26:05 +0530,114
2025-02-14 08:26:10 +0530,114
2025-02-14 08:26:15 +0530,116
2025-02-14 08:26:20 +0530,114
2025-02-14 08:26:25 +0530,115
2025-02-14 08:26:30 +0530,119
2025-02-14 08:26:35 +0530,120
2025-02-14 08:26:40 +0530,127
2025-02-14 08:26:45 +0530,124
2025-02-14 08:26:50 +0530,118
2025-02-14 08:26:55 +0530,118
2025-02-14 08:27:00 +0530,118
2025-02-14 08:27:05 +0530,122
2025-02-14 08:27:10 +0530,122
2025-02-14 08:27:15 +0530,118
2025-02-14 08:27:20 +0530,118
2025-02-14 08:27:25 +0530,116
2025-02-14 08:27:30 +0530,116
2025-02-14 08:27:35 +0530,116
2025-02-14 08:27:40 +0530,115
2025-02-14 08:27:45 +0530,114
2025-02-14 08:27:50 +0530,116
2025-02-14 08:27:55 +0530,117
2025-02-14 08:28:00 +0530,115
2025-02-14 08:28:05 +0530,117
2025-02-14 08:28:10 +0530,120
2025-02-14 08:28:15 +0530,121
2025-02-14 08:28:20 +0530,117
2025-02-14 08:28:25 +0530,113
2025-02-14 08:28:30 +0530,110
2025-02-14 08:28:35 +0530,110
2025-02-14 08:28:40 +0530,111
2025-02-14 08:28:45 +0530,112
2025-02-14 08:28:50 +0530,115
2025-02-14 08:31:23 +0530,137
2025-02-14 08:31:28 +0530,135
2025-02-14 08:31:33 +0530,136
2025-02-14 08:31:38 +0530,137
2025-02-14 08:31:43 +0530,130
2025-02-14 08:31:47 +0530,130
2025-02-14 08:37:48 +0530,119
2025-02-14 08:42:40 +0530,60
2025-02-14 08:47:41 +0530,106
2025-02-14 08:52:39 +0530,99
2025-02-14 08:57:48 +0530,99
2025-02-14 09:00:34 +0530,100
2025-02-14 09:02:50 +0530,102
2025-02-14 09:10:04 +0530,99
2025-02-14 09:12:54 +0530,96
2025-02-14 09:19:00 +0530,94
2025-02-14 09:24:14 +0530,97
2025-02-14 09:27:59 +0530,99
2025-02-14 09:35:46 +0530,101
2025-02-14 09:42:40 +0530,97
2025-02-14 09:51:12 +0530,117
2025-02-14 09:56:39 +0530,96
2025-02-14 09:57:48 +0530,91
2025-02-14 10:03:38 +0530,96
2025-02-14 10:08:08 +0530,90
2025-02-14 10:13:11 +0530,90
2025-02-14 10:19:46 +0530,91
2025-02-14 10:25:23 +0530,96
2025-02-14 10:28:53 +0530,97
2025-02-14 11:06:22 +0530,97
2025-02-14 11:19:34 +0530,102.866
2025-02-14 11:19:35 +0530,96
2025-02-14 11:30:09 +0530,63
2025-02-14 11:30:09 +0530,76
2025-02-14 11:34:18 +0530,76
2025-02-14 11:39:51 +0530,105
2025-02-14 11:57:48 +0530,97
2025-02-14 12:00:44 +0530,102
2025-02-14 12:04:24 +0530,128
2025-02-14 12:08:32 +0530,123
2025-02-14 12:15:52 +0530,96
2025-02-14 12:18:59 +0530,98
2025-02-14 12:24:32 +0530,90
2025-02-14 12:28:12 +0530,98
2025-02-14 12:32:33 +0530,109
2025-02-14 12:32:38 +0530,114
2025-02-14 12:32:43 +0530,115
2025-02-14 12:32:48 +0530,121
2025-02-14 12:32:53 +0530,121
2025-02-14 12:32:58 +0530,120
2025-02-14 12:33:03 +0530,114
2025-02-14 12:38:10 +0530,98
2025-02-14 12:38:10 +0530,109
2025-02-14 12:43:41 +0530,123
2025-02-14 13:04:42 +0530,109
2025-02-14 13:04:42 +0530,105
2025-02-14 13:08:21 +0530,105
2025-02-14 13:12:44 +0530,119
2025-02-14 13:22:24 +0530,111
2025-02-14 13:23:53 +0530,114
2025-02-14 13:29:44 +0530,112
2025-02-14 13:32:47 +0530,112
2025-02-14 13:38:34 +0530,108
2025-02-14 13:43:30 +0530,111
2025-02-14 13:47:51 +0530,119
2025-02-14 13:53:07 +0530,115
2025-02-14 13:57:49 +0530,111
2025-02-14 14:13:32 +0530,119
2025-02-14 14:19:10 +0530,123
2025-02-14 14:23:16 +0530,133
2025-02-14 14:29:07 +0530,120
2025-02-14 14:36:48 +0530,124
2025-02-14 14:51:34 +0530,121
2025-02-14 15:04:46 +0530,128
2025-02-14 15:24:09 +0530,125
2025-02-14 15:27:49 +0530,126
2025-02-14 15:38:36 +0530,121
2025-02-14 15:38:47 +0530,118
2025-02-14 15:38:53 +0530,114
2025-02-14 15:38:57 +0530,113
2025-02-14 15:39:02 +0530,113
2025-02-14 15:39:07 +0530,106
2025-02-14 15:39:12 +0530,108
2025-02-14 15:39:17 +0530,106
2025-02-14 15:41:47 +0530,119
2025-02-14 15:41:52 +0530,113
2025-02-14 15:41:57 +0530,129
2025-02-14 15:42:02 +0530,129
2025-02-14 15:42:07 +0530,127
2025-02-14 15:42:12 +0530,129
2025-02-14 15:42:17 +0530,127
2025-02-14 15:50:25 +0530,120
2025-02-14 15:58:39 +0530,60
2025-02-14 16:05:03 +0530,113
2025-02-14 16:06:15 +0530,98
2025-02-14 16:10:55 +0530,99.7542
2025-02-14 16:10:56 +0530,100
2025-02-14 16:13:08 +0530,84
2025-02-14 16:22:05 +0530,84
2025-02-14 16:29:10 +0530,85
2025-02-14 16:29:10 +0530,84
2025-02-14 16:36:15 +0530,78
2025-02-14 16:36:16 +0530,79
2025-02-14 16:43:26 +0530,79
2025-02-14 16:43:26 +0530,99
2025-02-14 16:48:51 +0530,85
2025-02-14 16:54:16 +0530,85
2025-02-14 16:59:36 +0530,84
2025-02-14 17:04:18 +0530,93
2025-02-14 17:08:22 +0530,94
2025-02-14 17:18:36 +0530,86
2025-02-14 17:27:31 +0530,85
2025-02-14 17:28:13 +0530,79
2025-02-14 17:35:50 +0530,105
2025-02-14 17:37:37 +0530,100
2025-02-14 17:43:21 +0530,93
2025-02-14 17:47:39 +0530,88
2025-02-14 17:54:57 +0530,80
2025-02-14 18:01:19 +0530,75
2025-02-14 18:02:56 +0530,100
2025-02-14 18:03:01 +0530,102
2025-02-14 18:03:06 +0530,102
2025-02-14 18:03:11 +0530,105
2025-02-14 18:03:16 +0530,109
2025-02-14 18:03:21 +0530,112
2025-02-14 18:03:51 +0530,124
2025-02-14 18:03:56 +0530,124
2025-02-14 18:04:01 +0530,125
2025-02-14 18:04:36 +0530,117
2025-02-14 18:04:41 +0530,115
2025-02-14 18:04:45 +0530,112
2025-02-14 18:04:51 +0530,111
2025-02-14 18:04:56 +0530,110
2025-02-14 18:05:01 +0530,107
2025-02-14 18:05:06 +0530,104
2025-02-14 18:05:11 +0530,102
2025-02-14 18:05:16 +0530,103
2025-02-14 18:05:21 +0530,101
2025-02-14 18:05:26 +0530,103
2025-02-14 18:05:31 +0530,102
2025-02-14 18:05:36 +0530,102
2025-02-14 18:05:41 +0530,101
2025-02-14 18:05:46 +0530,102
2025-02-14 18:05:51 +0530,103
2025-02-14 18:05:56 +0530,104
2025-02-14 18:06:01 +0530,106
2025-02-14 18:07:31 +0530,97
2025-02-14 18:07:36 +0530,98
2025-02-14 18:07:41 +0530,95
2025-02-14 18:07:46 +0530,100
2025-02-14 18:07:51 +0530,100
2025-02-14 18:07:55 +0530,99
2025-02-14 18:08:01 +0530,99
2025-02-14 18:08:06 +0530,99
2025-02-14 18:08:11 +0530,110
2025-02-14 18:08:15 +0530,110
2025-02-14 18:08:21 +0530,98
2025-02-14 18:08:26 +0530,99
2025-02-14 18:08:31 +0530,100
2025-02-14 18:08:36 +0530,101
2025-02-14 18:08:41 +0530,105
2025-02-14 18:08:46 +0530,103
2025-02-14 18:08:51 +0530,102
2025-02-14 18:08:56 +0530,104
2025-02-14 18:09:01 +0530,107
2025-02-14 18:09:06 +0530,112
2025-02-14 18:09:11 +0530,113
2025-02-14 18:09:16 +0530,114
2025-02-14 18:09:21 +0530,113
2025-02-14 18:09:26 +0530,113
2025-02-14 18:09:31 +0530,111
2025-02-14 18:09:36 +0530,108
2025-02-14 18:09:41 +0530,107
2025-02-14 18:09:45 +0530,106
2025-02-14 18:09:52 +0530,106
2025-02-14 18:09:57 +0530,107
2025-02-14 18:10:02 +0530,101
2025-02-14 18:10:07 +0530,100
2025-02-14 18:10:12 +0530,101
2025-02-14 18:10:17 +0530,99
2025-02-14 18:10:22 +0530,100
2025-02-14 18:10:27 +0530,105
2025-02-14 18:10:32 +0530,110
2025-02-14 18:10:36 +0530,111
2025-02-14 18:10:42 +0530,108
2025-02-14 18:10:47 +0530,100
2025-02-14 18:10:52 +0530,100
2025-02-14 18:10:57 +0530,97
2025-02-14 18:11:02 +0530,98
2025-02-14 18:11:07 +0530,100
2025-02-14 18:11:12 +0530,95
2025-02-14 18:11:17 +0530,93
2025-02-14 18:11:22 +0530,94
2025-02-14 18:11:27 +0530,96
2025-02-14 18:11:32 +0530,95
2025-02-14 18:11:37 +0530,96
2025-02-14 18:11:42 +0530,96
2025-02-14 18:11:47 +0530,94
2025-02-14 18:11:52 +0530,97
2025-02-14 18:11:57 +0530,98
2025-02-14 18:12:02 +0530,94
2025-02-14 18:12:07 +0530,93
2025-02-14 18:12:12 +0530,93
2025-02-14 18:12:17 +0530,96
2025-02-14 18:12:22 +0530,92
2025-02-14 18:12:26 +0530,95
2025-02-14 18:12:32 +0530,94
2025-02-14 18:12:37 +0530,93
2025-02-14 18:12:42 +0530,94
2025-02-14 18:12:47 +0530,94
2025-02-14 18:12:52 +0530,97
2025-02-14 18:12:57 +0530,100
2025-02-14 18:13:02 +0530,98
2025-02-14 18:13:07 +0530,96
2025-02-14 18:13:12 +0530,98
2025-02-14 18:13:17 +0530,100
2025-02-14 18:13:22 +0530,103
2025-02-14 18:13:27 +0530,108
2025-02-14 18:13:32 +0530,113
2025-02-14 18:13:37 +0530,109
2025-02-14 18:13:42 +0530,105
2025-02-14 18:13:47 +0530,105
2025-02-14 18:13:52 +0530,103
2025-02-14 18:13:57 +0530,109
2025-02-14 18:14:02 +0530,109
2025-02-14 18:14:07 +0530,107
2025-02-14 18:14:12 +0530,107
2025-02-14 18:14:17 +0530,107
2025-02-14 18:14:22 +0530,108
2025-02-14 18:14:27 +0530,109
2025-02-14 18:14:32 +0530,105
2025-02-14 18:14:37 +0530,101
2025-02-14 18:14:42 +0530,101
2025-02-14 18:14:47 +0530,101
2025-02-14 18:14:52 +0530,104
2025-02-14 18:14:57 +0530,99
2025-02-14 18:15:02 +0530,95
2025-02-14 18:15:07 +0530,94
2025-02-14 18:15:12 +0530,94
2025-02-14 18:15:17 +0530,94
2025-02-14 18:15:22 +0530,99
2025-02-14 18:15:27 +0530,104
2025-02-14 18:15:37 +0530,106
2025-02-14 18:15:42 +0530,104
2025-02-14 18:15:47 +0530,99
2025-02-14 18:15:52 +0530,97
2025-02-14 18:15:57 +0530,96
2025-02-14 18:16:01 +0530,96
2025-02-14 18:16:07 +0530,97
2025-02-14 18:16:12 +0530,97
2025-02-14 18:16:17 +0530,96
2025-02-14 18:16:22 +0530,96
2025-02-14 18:16:27 +0530,96
2025-02-14 18:16:32 +0530,94
2025-02-14 18:16:37 +0530,93
2025-02-14 18:16:42 +0530,100
2025-02-14 18:16:47 +0530,105
2025-02-14 18:16:52 +0530,106
2025-02-14 18:16:57 +0530,108
2025-02-14 18:17:02 +0530,107
2025-02-14 18:17:07 +0530,104
2025-02-14 18:17:12 +0530,104
2025-02-14 18:17:17 +0530,103
2025-02-14 18:17:22 +0530,102
2025-02-14 18:17:27 +0530,102
2025-02-14 18:17:32 +0530,105
2025-02-14 18:17:37 +0530,107
2025-02-14 18:17:42 +0530,112
2025-02-14 18:17:47 +0530,112
2025-02-14 18:17:52 +0530,111
2025-02-14 18:17:57 +0530,107
2025-02-14 18:18:02 +0530,109
2025-02-14 18:18:07 +0530,112
2025-02-14 18:18:12 +0530,104
2025-02-14 18:18:17 +0530,104
2025-02-14 18:18:22 +0530,105
2025-02-14 18:18:27 +0530,101
2025-02-14 18:18:32 +0530,100
2025-02-14 18:18:37 +0530,100
2025-02-14 18:18:42 +0530,100
2025-02-14 18:18:47 +0530,100
2025-02-14 18:18:52 +0530,101
2025-02-14 18:18:57 +0530,102
2025-02-14 18:19:02 +0530,102
2025-02-14 18:19:07 +0530,101
2025-02-14 18:19:12 +0530,102
2025-02-14 18:19:17 +0530,102
2025-02-14 18:19:22 +0530,103
2025-02-14 18:19:27 +0530,103
2025-02-14 18:19:32 +0530,100
2025-02-14 18:19:37 +0530,101
2025-02-14 18:19:42 +0530,102
2025-02-14 18:19:47 +0530,103
2025-02-14 18:19:52 +0530,104
2025-02-14 18:19:57 +0530,104
2025-02-14 18:20:02 +0530,107
2025-02-14 18:20:07 +0530,108
2025-02-14 18:20:12 +0530,102
2025-02-14 18:20:17 +0530,103
2025-02-14 18:20:22 +0530,102
2025-02-14 18:20:27 +0530,102
2025-02-14 18:20:32 +0530,102
2025-02-14 18:20:37 +0530,102
2025-02-14 18:20:42 +0530,102
2025-02-14 18:20:47 +0530,102
2025-02-14 18:20:52 +0530,102
2025-02-14 18:20:57 +0530,103
2025-02-14 18:21:02 +0530,103
2025-02-14 18:21:07 +0530,95
2025-02-14 18:21:12 +0530,92
2025-02-14 18:21:17 +0530,91
2025-02-14 18:21:22 +0530,100
2025-02-14 18:21:26 +0530,102
2025-02-14 18:21:32 +0530,102
2025-02-14 18:21:37 +0530,106
2025-02-14 18:21:42 +0530,110
2025-02-14 18:21:47 +0530,108
2025-02-14 18:21:52 +0530,111
2025-02-14 18:21:57 +0530,113
2025-02-14 18:22:02 +0530,114
2025-02-14 18:22:07 +0530,112
2025-02-14 18:22:12 +0530,114
2025-02-14 18:22:17 +0530,108
2025-02-14 18:22:22 +0530,108
2025-02-14 18:22:27 +0530,108
2025-02-14 18:22:32 +0530,100
2025-02-14 18:22:37 +0530,98
2025-02-14 18:22:42 +0530,98
2025-02-14 18:22:47 +0530,104
2025-02-14 18:22:52 +0530,106
2025-02-14 18:22:57 +0530,107
2025-02-14 18:23:02 +0530,106
2025-02-14 18:23:07 +0530,107
2025-02-14 18:23:12 +0530,104
2025-02-14 18:23:16 +0530,103
2025-02-14 18:23:22 +0530,105
2025-02-14 18:23:27 +0530,107
2025-02-14 18:23:32 +0530,111
2025-02-14 18:23:37 +0530,114
2025-02-14 18:23:42 +0530,109
2025-02-14 18:23:47 +0530,108
2025-02-14 18:23:52 +0530,109
2025-02-14 18:23:57 +0530,108
2025-02-14 18:24:02 +0530,106
2025-02-14 18:24:07 +0530,106
2025-02-14 18:24:12 +0530,106
2025-02-14 18:24:17 +0530,106
2025-02-14 18:24:22 +0530,106
2025-02-14 18:24:27 +0530,103
2025-02-14 18:24:32 +0530,102
2025-02-14 18:24:37 +0530,98
2025-02-14 18:24:42 +0530,95
2025-02-14 18:24:47 +0530,95
2025-02-14 18:24:52 +0530,93
2025-02-14 18:24:57 +0530,93
2025-02-14 18:25:01 +0530,94
2025-02-14 18:25:07 +0530,95
2025-02-14 18:25:12 +0530,96
2025-02-14 18:25:17 +0530,97
2025-02-14 18:25:22 +0530,98
2025-02-14 18:25:27 +0530,101
2025-02-14 18:25:32 +0530,101
2025-02-14 18:25:37 +0530,101
2025-02-14 18:25:42 +0530,99
2025-02-14 18:25:47 +0530,104
2025-02-14 18:25:52 +0530,103
2025-02-14 18:25:57 +0530,101
2025-02-14 18:26:02 +0530,101
2025-02-14 18:26:07 +0530,102
2025-02-14 18:26:12 +0530,101
2025-02-14 18:26:17 +0530,102
2025-02-14 18:26:22 +0530,101
2025-02-14 18:26:37 +0530,102
2025-02-14 18:26:42 +0530,100
2025-02-14 18:26:47 +0530,98
2025-02-14 18:26:52 +0530,97
2025-02-14 18:26:57 +0530,97
2025-02-14 18:27:02 +0530,98
2025-02-14 18:27:07 +0530,99
2025-02-14 18:27:12 +0530,101
2025-02-14 18:27:17 +0530,104
2025-02-14 18:27:22 +0530,105
2025-02-14 18:27:27 +0530,107
2025-02-14 18:27:32 +0530,109
2025-02-14 18:27:37 +0530,105
2025-02-14 18:27:42 +0530,101
2025-02-14 18:27:47 +0530,100
2025-02-14 18:27:52 +0530,93
2025-02-14 18:27:57 +0530,92
2025-02-14 18:28:02 +0530,99
2025-02-14 18:28:07 +0530,96
2025-02-14 18:28:12 +0530,97
2025-02-14 18:28:17 +0530,97
2025-02-14 18:28:22 +0530,94
2025-02-14 18:28:27 +0530,95
2025-02-14 18:28:32 +0530,94
2025-02-14 18:28:37 +0530,92
2025-02-14 18:28:42 +0530,95
2025-02-14 18:28:47 +0530,97
2025-02-14 18:28:52 +0530,96
2025-02-14 18:28:57 +0530,99
2025-02-14 18:29:02 +0530,99
2025-02-14 18:29:07 +0530,98
2025-02-14 18:29:12 +0530,93
2025-02-14 18:29:17 +0530,93
2025-02-14 18:29:22 +0530,91
2025-02-14 18:29:27 +0530,93
2025-02-14 18:29:32 +0530,94
2025-02-14 18:29:37 +0530,92
2025-02-14 18:29:42 +0530,95
2025-02-14 18:29:47 +0530,94
2025-02-14 18:29:52 +0530,95
2025-02-14 18:29:57 +0530,91
2025-02-14 18:30:02 +0530,92
2025-02-14 18:30:07 +0530,89
2025-02-14 18:30:12 +0530,89
2025-02-14 18:30:17 +0530,92
2025-02-14 18:30:22 +0530,95
2025-02-14 18:30:27 +0530,95
2025-02-14 18:30:32 +0530,95
2025-02-14 18:30:37 +0530,97
2025-02-14 18:30:42 +0530,96
2025-02-14 18:30:47 +0530,95
2025-02-14 18:30:52 +0530,95
2025-02-14 18:30:57 +0530,97
2025-02-14 18:31:02 +0530,101
2025-02-14 18:31:07 +0530,100
2025-02-14 18:37:17 +0530,91
2025-02-14 18:38:26 +0530,92
2025-02-14 18:40:37 +0530,79
2025-02-14 18:43:56 +0530,80
2025-02-14 18:48:14 +0530,80
2025-02-14 18:53:24 +0530,80
2025-02-14 19:01:07 +0530,74
2025-02-14 19:03:22 +0530,103
2025-02-14 19:05:49 +0530,96.6044
2025-02-14 19:10:32 +0530,98
2025-02-14 19:13:52 +0530,92
2025-02-14 19:17:58 +0530,97
2025-02-14 19:26:04 +0530,98
2025-02-14 19:29:02 +0530,103
2025-02-14 19:34:34 +0530,90
2025-02-14 19:38:10 +0530,84
2025-02-14 19:40:38 +0530,84
2025-02-14 19:47:55 +0530,84
2025-02-14 19:47:55 +0530,84
2025-02-14 19:55:06 +0530,80
2025-02-14 20:02:09 +0530,79
2025-02-14 20:04:09 +0530,79
2025-02-14 20:11:10 +0530,77
2025-02-14 20:18:18 +0530,79
2025-02-14 20:18:18 +0530,77
2025-02-14 20:22:49 +0530,76
2025-02-14 20:27:37 +0530,74
2025-02-14 20:31:06 +0530,75
2025-02-14 20:33:37 +0530,72
2025-02-14 20:37:58 +0530,74
2025-02-14 20:47:40 +0530,72
2025-02-14 20:47:40 +0530,72
2025-02-14 20:57:05 +0530,72
2025-02-14 20:58:15 +0530,74
2025-02-14 21:01:07 +0530,79
2025-02-14 21:08:12 +0530,85
2025-02-14 21:08:12 +0530,73
2025-02-14 21:13:23 +0530,84
2025-02-14 21:17:43 +0530,84
2025-02-14 22:06:46 +0530,120.586
2025-02-14 22:06:46 +0530,147.233
2025-02-14 22:06:46 +0530,138.164
2025-02-14 22:06:46 +0530,133.45
2025-02-14 22:06:47 +0530,128.594
2025-02-14 22:06:50 +0530,105.91
2025-02-14 22:06:50 +0530,111.664
